"day","address","location","date","month","year","hour","min","DISORDERLYCONDUCT"
1,435,10,16,4,2012,8,28,1
1,980,10,16,4,2012,7,8,1
1,1066,10,16,4,2012,6,13,1
1,157,10,16,4,2012,5,40,1
7,9277,2,8,4,2012,23,29,1
7,1452,6,8,4,2012,20,37,1
6,6566,3,7,4,2012,17,35,1
6,157,10,7,4,2012,7,21,1
6,3394,5,7,4,2012,6,57,1
6,3373,7,7,4,2012,0,30,1
5,4179,6,6,4,2012,18,30,1
5,771,1,6,4,2012,1,59,1
4,3647,1,5,4,2012,16,15,1
3,1236,4,4,4,2012,23,12,1
3,8227,1,4,4,2012,22,49,1
3,1382,6,4,4,2012,13,50,1
3,3376,10,4,4,2012,6,16,1
3,435,10,4,4,2012,6,4,1
2,3567,6,3,4,2012,19,0,1
2,13444,1,3,4,2012,16,45,1
2,772,10,3,4,2012,6,10,1
2,772,10,3,4,2012,5,59,1
1,2462,2,2,4,2012,21,0,1
1,2462,2,2,4,2012,21,0,1
1,39,3,2,4,2012,20,10,1
1,628,8,2,4,2012,17,5,1
7,3532,3,25,3,2012,16,30,1
7,3757,4,25,3,2012,12,49,1
6,8695,1,24,3,2012,20,30,1
5,501,4,23,3,2012,15,18,1
5,2814,4,23,3,2012,6,30,1
4,501,4,22,3,2012,20,50,1
3,12418,9,21,3,2012,1,23,1
2,1463,5,20,3,2012,13,5,1
7,3784,8,11,3,2012,15,8,1
7,772,10,11,3,2012,9,34,1
7,2706,10,11,3,2012,5,42,1
7,1399,10,11,3,2012,0,48,1
5,11009,8,9,3,2012,18,45,1
1,303,8,5,3,2012,2,4,1
6,157,10,25,2,2012,9,41,1
6,3131,10,25,2,2012,8,19,1
6,932,5,25,2,2012,4,52,1
4,5386,2,23,2,2012,23,0,1
3,3613,5,22,2,2012,9,15,1
3,1622,5,22,2,2012,7,51,1
3,548,10,22,2,2012,6,42,1
2,3396,10,21,2,2012,21,39,1
2,157,10,21,2,2012,6,8,1
1,779,2,20,2,2012,18,20,1
1,1066,10,20,2,2012,6,39,1
1,2706,10,20,2,2012,6,22,1
7,693,2,12,2,2012,1,5,1
6,4280,4,11,2,2012,6,25,1
6,125,2,11,2,2012,6,24,1
4,12668,4,9,2,2012,13,35,1
3,118,2,8,2,2012,21,0,1
3,2236,4,8,2,2012,19,28,1
3,4547,5,8,2,2012,13,15,1
3,125,2,8,2,2012,6,19,1
2,1809,10,7,2,2012,12,0,1
2,18031,10,7,2,2012,6,20,1
2,772,10,7,2,2012,5,53,1
1,772,10,6,2,2012,7,52,1
1,772,10,6,2,2012,6,28,1
1,3131,10,6,2,2012,5,41,1
1,1172,4,6,2,2012,5,10,1
1,11571,1,6,2,2012,2,40,1
7,37,2,29,1,2012,14,35,1
7,2622,2,29,1,2012,2,54,1
6,358,6,28,1,2012,15,9,1
6,6078,2,28,1,2012,10,11,1
6,88,2,28,1,2012,6,35,1
6,157,10,28,1,2012,6,23,1
5,17656,1,27,1,2012,4,0,1
3,1255,6,25,1,2012,20,43,1
3,144,4,25,1,2012,17,15,1
3,144,4,25,1,2012,17,15,1
3,9205,8,25,1,2012,9,8,1
3,772,10,25,1,2012,6,18,1
3,125,2,25,1,2012,5,46,1
2,1255,6,24,1,2012,18,11,1
2,103,1,24,1,2012,15,3,1
2,2802,5,24,1,2012,12,20,1
2,38,10,24,1,2012,6,7,1
2,772,10,24,1,2012,6,2,1
2,6530,5,24,1,2012,1,6,1
1,908,10,23,1,2012,8,10,1
6,3600,1,14,1,2012,23,29,1
6,364,2,14,1,2012,23,10,1
6,118,2,14,1,2012,18,0,1
6,3266,5,14,1,2012,11,15,1
6,1204,2,14,1,2012,8,0,1
6,1224,1,14,1,2012,1,55,1
5,408,2,13,1,2012,22,0,1
3,8429,1,11,1,2012,8,38,1
3,125,2,11,1,2012,6,4,1
2,408,2,10,1,2012,14,50,1
2,501,4,10,1,2012,5,25,1
1,1091,10,9,1,2012,5,51,1
1,2765,5,9,1,2012,3,13,1
7,977,1,1,1,2012,8,0,1
7,7031,1,1,1,2012,1,49,1
6,4140,10,31,12,2011,6,37,1
5,11478,7,30,12,2011,11,35,1
4,10236,6,29,12,2011,11,40,1
4,10266,2,29,12,2011,7,50,1
4,958,4,29,12,2011,0,50,1
3,528,10,28,12,2011,12,14,1
3,646,6,28,12,2011,11,40,1
3,772,10,28,12,2011,6,5,1
2,1245,10,27,12,2011,6,44,1
2,4140,10,27,12,2011,6,9,1
1,157,10,26,12,2011,7,3,1
1,277,10,26,12,2011,5,51,1
7,5309,8,18,12,2011,10,40,1
7,3394,5,18,12,2011,6,19,1
6,722,8,17,12,2011,1,38,1
5,10525,9,16,12,2011,15,0,1
5,5139,2,16,12,2011,9,10,1
5,3394,5,16,12,2011,7,19,1
5,1567,5,16,12,2011,7,5,1
5,157,5,16,12,2011,6,20,1
5,1656,4,16,12,2011,0,20,1
5,523,5,16,12,2011,0,1,1
4,1255,6,15,12,2011,20,1,1
4,8651,4,15,12,2011,8,5,1
2,8211,2,13,12,2011,7,47,1
1,744,10,12,12,2011,6,4,1
7,125,2,4,12,2011,16,35,1
7,772,10,4,12,2011,7,34,1
7,3131,10,4,12,2011,7,4,1
6,421,1,3,12,2011,7,0,1
6,2814,4,3,12,2011,0,10,1
4,3165,6,1,12,2011,12,35,1
4,103,1,1,12,2011,12,0,1
4,18201,5,1,12,2011,4,34,1
3,736,4,30,11,2011,11,0,1
3,4129,7,30,11,2011,10,30,1
3,1214,10,30,11,2011,6,35,1
3,1121,10,30,11,2011,5,53,1
2,7401,5,29,11,2011,17,15,1
2,653,10,29,11,2011,7,0,1
2,435,10,29,11,2011,6,44,1
1,67,4,28,11,2011,13,25,1
1,744,10,28,11,2011,6,48,1
1,772,10,28,11,2011,6,15,1
1,772,10,28,11,2011,6,2,1
6,349,2,19,11,2011,23,44,1
6,3131,10,19,11,2011,5,46,1
4,125,2,17,11,2011,6,31,1
4,157,5,17,11,2011,6,16,1
4,3004,5,17,11,2011,5,48,1
3,772,10,16,11,2011,5,48,1
2,2222,1,15,11,2011,12,56,1
2,2720,10,15,11,2011,10,56,1
1,483,1,14,11,2011,15,5,1
1,14980,8,14,11,2011,15,4,1
7,653,10,6,11,2011,6,37,1
7,366,10,6,11,2011,6,13,1
6,277,10,5,11,2011,9,14,1
6,13472,4,5,11,2011,7,50,1
5,6044,8,4,11,2011,22,44,1
3,979,4,2,11,2011,18,50,1
3,2433,3,2,11,2011,11,45,1
3,644,1,2,11,2011,8,23,1
3,772,10,2,11,2011,5,58,1
2,9915,9,1,11,2011,22,0,1
2,2159,10,1,11,2011,5,47,1
1,1091,10,31,10,2011,6,40,1
1,2720,10,31,10,2011,5,51,1
7,1224,1,23,10,2011,12,55,1
7,2792,4,23,10,2011,1,15,1
7,672,1,23,10,2011,0,20,1
6,1585,8,22,10,2011,13,0,1
6,548,10,22,10,2011,8,23,1
6,1091,10,22,10,2011,5,51,1
6,36,2,22,10,2011,0,10,1
5,1856,4,21,10,2011,16,0,1
4,328,10,20,10,2011,7,21,1
1,483,1,17,10,2011,11,23,1
1,435,10,17,10,2011,5,47,1
6,912,10,8,10,2011,7,40,1
6,102,10,8,10,2011,6,3,1
6,157,10,8,10,2011,0,1,1
5,125,2,7,10,2011,6,42,1
3,1786,8,5,10,2011,12,35,1
3,3342,7,5,10,2011,12,30,1
2,1427,1,4,10,2011,13,11,1
2,1656,4,4,10,2011,6,35,1
1,4430,1,3,10,2011,13,9,1
1,1245,10,3,10,2011,6,50,1
1,772,10,3,10,2011,6,10,1
7,501,4,25,9,2011,5,15,1
6,105,5,24,9,2011,13,53,1
6,18356,9,24,9,2011,13,25,1
6,18356,9,24,9,2011,13,25,1
5,1220,10,23,9,2011,12,10,1
4,1974,1,22,9,2011,22,0,1
3,125,2,21,9,2011,6,4,1
3,518,10,21,9,2011,5,43,1
2,7322,5,20,9,2011,11,5,1
2,125,2,20,9,2011,6,33,1
2,3394,5,20,9,2011,6,1,1
2,435,10,20,9,2011,5,47,1
1,3546,2,19,9,2011,3,9,1
7,1431,10,11,9,2011,14,25,1
7,4261,4,11,9,2011,6,30,1
7,18152,9,11,9,2011,6,15,1
7,501,4,11,9,2011,3,25,1
6,213,4,10,9,2011,16,50,1
6,1203,2,10,9,2011,13,20,1
6,3725,10,10,9,2011,5,40,1
5,3004,5,9,9,2011,8,6,1
5,6302,4,9,9,2011,6,30,1
4,2462,2,8,9,2011,20,30,1
4,1822,4,8,9,2011,14,45,1
4,105,5,8,9,2011,9,29,1
4,8651,4,8,9,2011,3,25,1
4,1474,4,8,9,2011,3,5,1
4,4280,4,8,9,2011,1,40,1
3,157,10,7,9,2011,6,10,1
3,1066,10,7,9,2011,5,59,1
3,435,10,7,9,2011,5,50,1
2,1275,10,6,9,2011,9,33,1
2,157,10,6,9,2011,6,7,1
2,3394,5,6,9,2011,5,56,1
1,2530,1,5,9,2011,10,45,1
1,2706,10,5,9,2011,6,6,1
1,772,10,5,9,2011,5,47,1
7,9488,8,28,8,2011,15,10,1
5,16146,8,26,8,2011,23,30,1
4,125,2,25,8,2011,6,2,1
3,125,2,24,8,2011,16,21,1
3,125,2,24,8,2011,6,15,1
3,1245,10,24,8,2011,6,3,1
3,435,10,24,8,2011,5,48,1
2,8651,4,23,8,2011,12,55,1
2,157,10,23,8,2011,6,52,1
2,125,2,23,8,2011,6,22,1
2,772,10,23,8,2011,5,59,1
1,1091,10,22,8,2011,6,17,1
1,3131,10,22,8,2011,5,38,1
1,2535,4,22,8,2011,4,0,1
7,627,3,14,8,2011,22,1,1
7,2701,9,14,8,2011,7,50,1
6,18300,2,13,8,2011,9,10,1
6,10369,4,13,8,2011,8,30,1
5,93,7,12,8,2011,17,15,1
5,2811,1,12,8,2011,11,15,1
5,631,2,12,8,2011,7,55,1
4,501,4,11,8,2011,21,20,1
4,772,10,11,8,2011,5,59,1
3,125,2,10,8,2011,6,7,1
3,908,10,10,8,2011,5,55,1
3,158,2,10,8,2011,5,30,1
3,158,2,10,8,2011,5,30,1
2,908,10,9,8,2011,7,1,1
2,772,10,9,8,2011,6,24,1
1,734,9,8,8,2011,22,39,1
1,18300,2,8,8,2011,9,55,1
1,18300,2,8,8,2011,9,45,1
1,4298,10,8,8,2011,6,19,1
1,772,10,8,8,2011,5,59,1
7,6690,4,31,7,2011,23,7,1
7,3747,1,31,7,2011,20,24,1
7,5156,4,31,7,2011,6,51,1
6,499,2,30,7,2011,21,40,1
6,14735,4,30,7,2011,14,5,1
4,2706,10,28,7,2011,8,34,1
3,1236,4,27,7,2011,23,40,1
3,5819,4,27,7,2011,23,0,1
3,1091,10,27,7,2011,11,50,1
3,7068,10,27,7,2011,11,23,1
3,435,10,27,7,2011,5,51,1
2,13577,2,26,7,2011,8,35,1
2,468,2,26,7,2011,7,30,1
2,772,10,26,7,2011,6,29,1
2,102,10,26,7,2011,6,8,1
2,1606,2,26,7,2011,6,0,1
2,1399,10,26,7,2011,5,43,1
1,501,4,25,7,2011,20,15,1
1,157,10,25,7,2011,6,6,1
7,104,2,17,7,2011,2,5,1
5,1549,9,15,7,2011,23,40,1
5,1757,3,15,7,2011,19,32,1
4,281,4,14,7,2011,13,10,1
3,3333,9,13,7,2011,13,8,1
3,826,4,13,7,2011,8,10,1
3,772,10,13,7,2011,6,9,1
3,908,10,13,7,2011,5,54,1
2,5444,10,12,7,2011,13,0,1
2,105,5,12,7,2011,9,52,1
2,157,10,12,7,2011,5,44,1
1,268,1,11,7,2011,21,53,1
6,3133,5,2,7,2011,21,2,1
6,1299,5,2,7,2011,12,45,1
6,5531,9,2,7,2011,12,0,1
5,9766,7,1,7,2011,0,1,1
4,13196,5,30,6,2011,7,37,1
3,77,10,29,6,2011,6,18,1
3,157,10,29,6,2011,5,45,1
2,70,10,28,6,2011,6,20,1
2,157,10,28,6,2011,6,0,1
7,1485,5,19,6,2011,1,35,1
6,3400,5,18,6,2011,14,55,1
5,4575,3,17,6,2011,19,20,1
5,6690,4,17,6,2011,3,30,1
4,157,10,16,6,2011,6,33,1
3,772,10,15,6,2011,7,6,1
3,744,10,15,6,2011,6,13,1
2,256,2,14,6,2011,19,30,1
1,3738,8,13,6,2011,0,1,1
6,2641,4,4,6,2011,23,30,1
6,323,9,4,6,2011,18,30,1
6,1656,4,4,6,2011,3,0,1
5,528,10,3,6,2011,17,30,1
5,8318,1,3,6,2011,15,21,1
5,8318,1,3,6,2011,15,21,1
5,823,2,3,6,2011,12,45,1
5,3849,5,3,6,2011,9,20,1
4,159,6,2,6,2011,18,11,1
4,5431,6,2,6,2011,8,0,1
4,157,10,2,6,2011,5,46,1
4,3783,4,2,6,2011,1,10,1
3,125,2,1,6,2011,19,8,1
3,6041,6,1,6,2011,12,0,1
3,157,10,1,6,2011,5,41,1
2,157,10,31,5,2011,6,14,1
2,125,2,31,5,2011,5,42,1
1,64,4,30,5,2011,19,37,1
1,1012,4,30,5,2011,18,34,1
1,1224,1,30,5,2011,18,15,1
1,2159,10,30,5,2011,14,16,1
1,435,10,30,5,2011,6,21,1
7,744,10,22,5,2011,6,2,1
7,2706,10,22,5,2011,5,53,1
6,3725,10,21,5,2011,6,34,1
6,157,10,21,5,2011,6,6,1
6,2706,10,21,5,2011,5,53,1
6,608,2,21,5,2011,2,27,1
6,2236,4,21,5,2011,1,24,1
6,28,4,21,5,2011,0,31,1
5,1395,6,20,5,2011,18,19,1
5,4939,8,20,5,2011,11,20,1
4,2732,2,19,5,2011,15,15,1
4,18615,3,19,5,2011,9,17,1
3,6379,1,18,5,2011,21,44,1
3,2148,9,18,5,2011,7,30,1
3,157,10,18,5,2011,6,14,1
3,2706,10,18,5,2011,5,40,1
3,501,4,18,5,2011,2,43,1
2,435,10,17,5,2011,6,30,1
2,435,10,17,5,2011,5,52,1
2,83,2,17,5,2011,0,10,1
1,772,10,16,5,2011,6,0,1
1,772,10,16,5,2011,5,40,1
7,16319,4,8,5,2011,23,30,1
7,4364,1,8,5,2011,15,30,1
7,157,10,8,5,2011,6,37,1
7,8651,4,8,5,2011,6,25,1
6,3180,10,7,5,2011,6,51,1
5,8808,7,6,5,2011,12,0,1
5,4528,5,6,5,2011,0,5,1
3,36,2,4,5,2011,14,50,1
3,157,10,4,5,2011,5,49,1
2,1760,10,3,5,2011,16,20,1
2,157,10,3,5,2011,5,51,1
2,772,10,3,5,2011,5,36,1
2,2564,5,3,5,2011,2,44,1
2,4280,4,3,5,2011,1,0,1
1,10269,6,2,5,2011,17,45,1
1,157,10,2,5,2011,6,32,1
1,2159,10,2,5,2011,5,43,1
7,772,10,24,4,2011,6,7,1
6,6555,5,23,4,2011,21,39,1
6,157,10,23,4,2011,5,55,1
6,772,10,23,4,2011,5,40,1
4,7008,1,21,4,2011,23,45,1
4,1202,6,21,4,2011,19,40,1
4,64,4,21,4,2011,18,6,1
3,5819,4,20,4,2011,17,10,1
3,5819,4,20,4,2011,17,10,1
3,3386,1,20,4,2011,6,0,1
3,157,10,20,4,2011,5,36,1
3,92,1,20,4,2011,2,30,1
2,6102,1,19,4,2011,18,12,1
2,1447,9,19,4,2011,13,45,1
2,157,10,19,4,2011,6,14,1
2,772,10,19,4,2011,5,34,1
2,3783,4,19,4,2011,0,2,1
1,744,10,18,4,2011,5,39,1
7,256,2,10,4,2011,23,57,1
7,144,4,10,4,2011,13,50,1
7,8647,4,10,4,2011,13,19,1
7,157,10,10,4,2011,6,2,1
7,6406,2,10,4,2011,5,37,1
6,7008,1,9,4,2011,23,15,1
6,6183,2,9,4,2011,7,0,1
6,3131,10,9,4,2011,5,55,1
6,102,10,9,4,2011,5,43,1
6,1236,4,9,4,2011,2,49,1
6,1236,4,9,4,2011,1,20,1
4,548,10,7,4,2011,19,20,1
4,3952,1,7,4,2011,18,30,1
4,176,1,7,4,2011,14,29,1
4,176,1,7,4,2011,14,29,1
3,11743,4,6,4,2011,11,58,1
3,157,10,6,4,2011,6,4,1
2,4090,1,5,4,2011,15,49,1
2,772,10,5,4,2011,5,53,1
2,3396,10,5,4,2011,5,45,1
1,772,10,4,4,2011,6,5,1
1,548,10,4,4,2011,5,36,1
7,1255,6,27,3,2011,22,5,1
6,501,4,26,3,2011,23,50,1
6,1202,6,26,3,2011,22,34,1
6,2763,5,26,3,2011,3,3,1
2,2433,3,22,3,2011,11,4,1
2,102,10,22,3,2011,6,33,1
2,501,4,22,3,2011,3,10,1
2,1275,10,22,3,2011,2,30,1
1,435,10,21,3,2011,7,45,1
1,3396,10,21,3,2011,7,23,1
7,1214,10,13,3,2011,7,38,1
7,2041,10,13,3,2011,0,15,1
5,1236,4,11,3,2011,2,10,1
3,102,10,9,3,2011,7,0,1
3,277,10,9,3,2011,6,35,1
2,3131,10,8,3,2011,7,19,1
2,3131,10,8,3,2011,6,52,1
1,5156,4,7,3,2011,22,26,1
1,157,10,7,3,2011,7,26,1
7,15695,7,27,2,2011,23,27,1
7,1822,4,27,2,2011,13,30,1
7,157,10,27,2,2011,7,31,1
7,1510,4,27,2,2011,7,20,1
6,501,4,26,2,2011,21,30,1
6,4660,8,26,2,2011,20,36,1
6,157,10,26,2,2011,7,17,1
6,8651,4,26,2,2011,7,0,1
6,551,5,26,2,2011,3,35,1
5,2467,6,25,2,2011,11,35,1
5,2119,10,25,2,2011,11,35,1
5,8651,4,25,2,2011,11,10,1
3,3266,5,23,2,2011,10,20,1
3,157,10,23,2,2011,8,27,1
3,4280,4,23,2,2011,7,35,1
2,435,10,22,2,2011,13,0,1
2,4547,5,22,2,2011,9,4,1
2,980,10,22,2,2011,7,1,1
2,8258,3,22,2,2011,0,45,1
1,435,10,21,2,2011,6,51,1
1,435,10,21,2,2011,6,38,1
7,102,10,13,2,2011,8,8,1
7,435,10,13,2,2011,6,39,1
7,4146,4,13,2,2011,3,45,1
7,1281,2,13,2,2011,3,0,1
6,744,10,12,2,2011,7,17,1
6,939,5,12,2,2011,2,42,1
4,6302,4,10,2,2011,6,30,1
3,3300,4,9,2,2011,23,30,1
3,826,4,9,2,2011,11,15,1
3,2287,8,9,2,2011,8,55,1
2,1510,4,8,2,2011,22,30,1
2,594,8,8,2,2011,20,20,1
7,5111,4,30,1,2011,22,43,1
5,501,4,28,1,2011,17,0,1
5,4280,4,28,1,2011,1,50,1
4,77,10,27,1,2011,11,10,1
4,1160,1,27,1,2011,9,26,1
4,1731,5,27,1,2011,3,38,1
4,4681,5,27,1,2011,2,55,1
4,3511,5,27,1,2011,2,49,1
4,239,6,27,1,2011,2,0,1
3,1223,5,26,1,2011,3,51,1
3,2971,5,26,1,2011,3,20,1
3,5156,4,26,1,2011,0,37,1
3,7065,5,26,1,2011,0,15,1
2,7397,4,25,1,2011,22,44,1
2,646,6,25,1,2011,14,40,1
2,77,10,25,1,2011,10,8,1
2,3394,5,25,1,2011,6,30,1
1,2298,5,24,1,2011,15,14,1
1,157,10,24,1,2011,10,10,1
7,1254,2,16,1,2011,16,50,1
7,1510,4,16,1,2011,13,30,1
7,157,10,16,1,2011,9,28,1
7,3394,5,16,1,2011,9,10,1
7,478,1,16,1,2011,1,40,1
6,10581,9,15,1,2011,12,0,1
6,366,10,15,1,2011,7,52,1
6,77,10,15,1,2011,7,27,1
5,5544,4,14,1,2011,7,5,1
2,817,2,11,1,2011,6,50,1
1,10892,8,10,1,2011,20,30,1
1,229,5,10,1,2011,2,15,1
1,1369,7,10,1,2011,0,26,1
7,7229,9,2,1,2011,18,0,1
6,2795,1,1,1,2011,8,0,1
6,13019,1,1,1,2011,0,1,1
5,125,2,31,12,2010,18,2,1
5,826,4,31,12,2010,15,0,1
5,6808,2,31,12,2010,13,30,1
5,15963,3,31,12,2010,12,15,1
3,5805,6,29,12,2010,14,59,1
3,6530,5,29,12,2010,2,10,1
2,1656,4,28,12,2010,20,47,1
2,826,4,28,12,2010,9,10,1
7,6428,8,19,12,2010,1,31,1
5,548,10,17,12,2010,6,40,1
4,8417,6,16,12,2010,11,49,1
4,15963,3,16,12,2010,10,17,1
2,4539,1,14,12,2010,20,30,1
2,1975,2,14,12,2010,10,35,1
1,28,4,13,12,2010,20,17,1
1,2314,1,13,12,2010,6,48,1
1,102,10,13,12,2010,6,28,1
1,1656,4,13,12,2010,0,24,1
7,10097,9,5,12,2010,15,15,1
7,5275,4,5,12,2010,7,18,1
7,744,10,5,12,2010,7,9,1
6,1129,4,4,12,2010,19,25,1
6,366,10,4,12,2010,7,53,1
5,5525,1,3,12,2010,17,45,1
4,501,4,2,12,2010,17,0,1
4,501,4,2,12,2010,17,0,1
4,501,4,2,12,2010,17,0,1
4,1910,5,2,12,2010,2,55,1
3,2891,5,1,12,2010,22,55,1
3,1220,10,1,12,2010,18,31,1
3,105,5,1,12,2010,11,15,1
3,241,2,1,12,2010,8,0,1
2,70,10,30,11,2010,7,22,1
2,772,10,30,11,2010,6,34,1
1,1352,4,29,11,2010,7,15,1
7,1656,4,21,11,2010,6,20,1
6,772,10,20,11,2010,11,0,1
5,2578,6,19,11,2010,11,3,1
4,333,4,18,11,2010,20,20,1
4,2910,1,18,11,2010,10,20,1
3,3783,4,17,11,2010,20,11,1
2,157,5,16,11,2010,8,16,1
7,528,10,7,11,2010,19,25,1
7,10833,7,7,11,2010,0,10,1
6,435,10,6,11,2010,10,33,1
5,1255,6,5,11,2010,13,57,1
2,1107,2,2,11,2010,0,45,1
2,1107,2,2,11,2010,0,25,1
1,772,10,1,11,2010,7,42,1
1,157,10,1,11,2010,6,54,1
7,157,10,24,10,2010,6,53,1
7,1236,4,24,10,2010,4,15,1
7,4975,3,24,10,2010,0,1,1
6,157,10,23,10,2010,7,31,1
6,281,4,23,10,2010,6,50,1
6,501,4,23,10,2010,2,50,1
6,13346,8,23,10,2010,1,0,1
6,3647,1,23,10,2010,0,1,1
3,157,10,20,10,2010,6,43,1
3,7364,7,20,10,2010,3,15,1
2,3629,4,19,10,2010,13,45,1
2,10158,1,19,10,2010,8,10,1
2,366,10,19,10,2010,7,26,1
2,138,10,19,10,2010,6,49,1
2,157,10,19,10,2010,6,30,1
1,3629,4,18,10,2010,11,10,1
1,2382,1,18,10,2010,8,18,1
1,157,10,18,10,2010,7,26,1
1,908,10,18,10,2010,7,1,1
1,3396,10,18,10,2010,6,40,1
7,627,3,10,10,2010,23,32,1
7,357,4,10,10,2010,21,25,1
7,6156,1,10,10,2010,16,0,1
7,157,10,10,10,2010,7,12,1
7,435,10,10,10,2010,6,30,1
6,13346,8,9,10,2010,22,30,1
6,159,6,9,10,2010,12,45,1
6,157,10,9,10,2010,6,38,1
5,4136,1,8,10,2010,23,20,1
5,5276,4,8,10,2010,22,45,1
5,5746,3,8,10,2010,16,19,1
3,3629,4,6,10,2010,16,18,1
3,2192,10,6,10,2010,7,13,1
3,1656,4,6,10,2010,1,15,1
2,3165,6,5,10,2010,13,0,1
2,5968,5,5,10,2010,4,15,1
2,2814,4,5,10,2010,3,8,1
2,2793,4,5,10,2010,1,35,1
1,2037,5,4,10,2010,23,39,1
1,4156,4,4,10,2010,14,16,1
1,3688,10,4,10,2010,6,50,1
7,11994,9,26,9,2010,10,9,1
7,102,10,26,9,2010,6,34,1
6,125,2,25,9,2010,16,45,1
6,3655,4,25,9,2010,13,45,1
6,772,10,25,9,2010,7,15,1
6,3131,10,25,9,2010,6,45,1
6,6133,3,25,9,2010,0,47,1
5,4291,8,24,9,2010,14,30,1
4,3619,2,23,9,2010,13,30,1
4,7439,1,23,9,2010,2,15,1
3,9499,4,22,9,2010,21,55,1
3,9331,2,22,9,2010,11,47,1
3,1656,4,22,9,2010,11,27,1
3,844,5,22,9,2010,9,42,1
3,1850,4,22,9,2010,9,0,1
2,736,4,21,9,2010,7,35,1
2,772,10,21,9,2010,6,59,1
1,18320,7,20,9,2010,10,0,1
1,772,10,20,9,2010,6,49,1
1,229,5,20,9,2010,3,0,1
7,535,3,12,9,2010,21,10,1
7,13731,1,12,9,2010,18,40,1
7,1273,10,12,9,2010,14,0,1
7,38,10,12,9,2010,9,4,1
7,5156,4,12,9,2010,3,16,1
6,421,1,11,9,2010,20,40,1
6,2016,6,11,9,2010,17,0,1
6,8020,9,11,9,2010,12,0,1
5,551,5,10,9,2010,2,19,1
5,2573,5,10,9,2010,0,26,1
2,166,10,7,9,2010,14,0,1
2,138,10,7,9,2010,9,46,1
2,744,10,7,9,2010,7,33,1
1,5169,2,6,9,2010,14,16,1
1,138,10,6,9,2010,13,48,1
1,157,10,6,9,2010,6,55,1
1,2706,10,6,9,2010,6,36,1
1,8651,4,6,9,2010,5,0,1
7,8223,2,29,8,2010,19,19,1
7,328,10,29,8,2010,9,36,1
7,772,10,29,8,2010,8,23,1
7,8651,4,29,8,2010,7,30,1
6,1275,10,28,8,2010,17,20,1
6,6867,2,28,8,2010,7,35,1
6,7068,10,28,8,2010,6,55,1
4,3873,1,26,8,2010,18,25,1
4,501,4,26,8,2010,17,0,1
4,764,6,26,8,2010,13,28,1
4,1862,5,26,8,2010,9,55,1
4,1975,2,26,8,2010,9,21,1
3,1656,4,25,8,2010,23,51,1
3,2096,8,25,8,2010,10,10,1
3,772,10,25,8,2010,6,56,1
2,12325,6,24,8,2010,13,10,1
2,2016,6,24,8,2010,11,0,1
2,772,10,24,8,2010,7,22,1
1,7068,10,23,8,2010,7,40,1
1,744,10,23,8,2010,6,56,1
1,2484,10,23,8,2010,6,40,1
1,138,10,23,8,2010,6,15,1
7,1656,4,15,8,2010,23,39,1
7,1822,4,15,8,2010,11,20,1
7,501,4,15,8,2010,6,45,1
7,1656,4,15,8,2010,4,30,1
7,829,1,15,8,2010,2,19,1
6,2596,2,14,8,2010,9,30,1
6,8651,4,14,8,2010,4,45,1
6,1656,4,14,8,2010,4,35,1
6,7473,9,14,8,2010,3,40,1
4,6690,4,12,8,2010,10,25,1
4,4800,1,12,8,2010,6,55,1
4,1284,4,12,8,2010,6,40,1
3,6302,4,11,8,2010,19,50,1
3,4648,1,11,8,2010,18,45,1
3,14735,4,11,8,2010,10,21,1
3,802,4,11,8,2010,1,4,1
2,14674,1,10,8,2010,14,0,1
2,653,10,10,8,2010,8,11,1
2,772,10,10,8,2010,7,50,1
2,157,10,10,8,2010,6,30,1
1,366,10,9,8,2010,8,10,1
1,772,10,9,8,2010,7,44,1
6,744,10,31,7,2010,8,38,1
6,1275,10,31,7,2010,8,0,1
6,435,10,31,7,2010,7,52,1
5,7123,3,30,7,2010,22,0,1
5,7119,4,30,7,2010,21,30,1
4,2814,4,29,7,2010,5,0,1
3,125,2,28,7,2010,14,25,1
3,8651,4,28,7,2010,8,35,1
3,548,10,28,7,2010,6,33,1
2,19232,3,27,7,2010,23,0,1
2,1091,10,27,7,2010,10,3,1
2,673,10,27,7,2010,9,45,1
2,1662,4,27,7,2010,5,31,1
2,5014,4,27,7,2010,4,20,1
1,11768,10,26,7,2010,8,52,1
7,1236,4,18,7,2010,4,50,1
7,4280,4,18,7,2010,4,27,1
6,2253,1,17,7,2010,16,4,1
6,7068,10,17,7,2010,11,20,1
6,102,10,17,7,2010,6,38,1
5,2222,1,16,7,2010,12,50,1
4,8044,9,15,7,2010,8,15,1
4,1625,2,15,7,2010,7,25,1
2,102,10,13,7,2010,6,52,1
2,1129,4,13,7,2010,5,0,1
1,1352,4,12,7,2010,15,10,1
1,10461,3,12,7,2010,12,59,1
1,102,10,12,7,2010,8,3,1
7,2330,4,4,7,2010,4,40,1
6,1791,2,3,7,2010,8,1,1
6,2915,4,3,7,2010,5,55,1
6,2017,4,3,7,2010,4,50,1
5,102,10,2,7,2010,9,1,1
5,753,2,2,7,2010,1,45,1
4,12926,2,1,7,2010,0,20,1
3,3580,8,30,6,2010,13,30,1
2,772,10,29,6,2010,6,59,1
2,277,10,29,6,2010,6,49,1
1,13948,3,28,6,2010,13,59,1
