"day","address","location","date","month","year","hour","min","DRUNKENNESS"
1,15789,2,10,6,2013,8,34,1
7,672,1,2,6,2013,22,0,1
7,2265,4,2,6,2013,15,56,1
7,15627,5,2,6,2013,15,11,1
6,722,8,1,6,2013,23,38,1
6,4535,1,1,6,2013,23,28,1
6,7623,4,1,6,2013,22,18,1
6,1213,4,1,6,2013,18,4,1
6,5444,10,1,6,2013,0,15,1
5,870,4,31,5,2013,22,49,1
5,1951,2,31,5,2013,17,46,1
5,554,10,31,5,2013,11,23,1
5,522,2,31,5,2013,10,35,1
3,8555,2,29,5,2013,14,26,1
3,1792,2,29,5,2013,9,56,1
3,11675,4,29,5,2013,0,35,1
2,14275,2,28,5,2013,14,36,1
2,9640,2,28,5,2013,8,58,1
2,631,2,28,5,2013,0,35,1
7,1162,1,19,5,2013,23,9,1
7,2796,6,19,5,2013,20,2,1
7,83,2,19,5,2013,19,40,1
7,907,6,19,5,2013,19,1,1
7,566,4,19,5,2013,16,2,1
7,1682,8,19,5,2013,14,58,1
7,9849,6,19,5,2013,14,30,1
7,3353,6,19,5,2013,12,28,1
7,1581,6,19,5,2013,10,55,1
7,64,4,19,5,2013,2,10,1
7,982,9,19,5,2013,1,53,1
7,213,4,19,5,2013,0,42,1
7,2016,6,19,5,2013,0,1,1
6,357,4,18,5,2013,21,46,1
5,6223,2,17,5,2013,4,30,1
4,870,4,16,5,2013,23,45,1
4,12734,9,16,5,2013,18,37,1
4,2340,3,16,5,2013,15,45,1
3,522,2,15,5,2013,12,23,1
2,2911,10,14,5,2013,22,18,1
2,2909,2,14,5,2013,14,19,1
2,4880,2,14,5,2013,10,16,1
1,1947,9,13,5,2013,16,10,1
1,146,10,13,5,2013,15,33,1
1,2236,4,13,5,2013,1,56,1
7,98,4,5,5,2013,19,28,1
7,925,2,5,5,2013,19,28,1
7,1007,5,5,5,2013,10,55,1
6,125,2,4,5,2013,20,56,1
6,1019,5,4,5,2013,19,25,1
6,8223,2,4,5,2013,16,30,1
6,16071,9,4,5,2013,3,5,1
6,7951,7,4,5,2013,1,18,1
5,829,1,3,5,2013,2,7,1
5,2033,3,3,5,2013,1,37,1
4,277,10,2,5,2013,23,50,1
4,83,2,2,5,2013,9,34,1
4,1791,2,2,5,2013,8,55,1
4,2470,2,2,5,2013,8,26,1
3,5374,7,1,5,2013,23,47,1
3,11188,5,1,5,2013,23,21,1
3,10040,4,1,5,2013,18,0,1
3,2156,2,1,5,2013,15,54,1
3,7808,2,1,5,2013,10,50,1
2,6156,1,30,4,2013,16,39,1
2,408,2,30,4,2013,14,59,1
2,912,10,30,4,2013,14,0,1
2,1003,9,30,4,2013,13,40,1
2,4298,10,30,4,2013,11,0,1
1,3149,1,29,4,2013,17,25,1
1,408,2,29,4,2013,16,12,1
1,1772,2,29,4,2013,11,13,1
1,8680,4,29,4,2013,0,6,1
7,772,10,21,4,2013,22,0,1
6,4053,9,20,4,2013,2,3,1
5,125,2,19,4,2013,22,15,1
5,13641,6,19,4,2013,18,0,1
5,1107,2,19,4,2013,17,58,1
4,8432,6,18,4,2013,20,39,1
4,138,2,18,4,2013,16,10,1
4,158,2,18,4,2013,11,34,1
4,5415,2,18,4,2013,11,0,1
4,3161,8,18,4,2013,1,33,1
4,6288,4,18,4,2013,0,57,1
3,5811,4,17,4,2013,23,4,1
2,223,10,16,4,2013,13,11,1
1,12063,3,15,4,2013,21,15,1
1,8223,2,15,4,2013,15,1,1
6,7774,7,6,4,2013,23,30,1
6,6530,5,6,4,2013,0,10,1
5,7119,4,5,4,2013,20,7,1
5,870,4,5,4,2013,19,8,1
5,2944,2,5,4,2013,14,55,1
5,8762,9,5,4,2013,14,0,1
5,363,2,5,4,2013,2,56,1
3,16240,9,3,4,2013,1,34,1
2,213,4,2,4,2013,11,38,1
1,1895,3,1,4,2013,17,21,1
7,1039,5,24,3,2013,21,0,1
7,4171,5,24,3,2013,17,45,1
7,1653,3,24,3,2013,10,43,1
6,979,4,23,3,2013,23,38,1
6,3875,2,23,3,2013,21,35,1
5,771,1,22,3,2013,23,34,1
5,8471,4,22,3,2013,18,24,1
5,729,4,22,3,2013,16,40,1
4,1722,2,21,3,2013,22,59,1
3,595,7,20,3,2013,15,35,1
2,213,4,19,3,2013,20,26,1
2,155,2,19,3,2013,2,32,1
2,2391,2,19,3,2013,0,55,1
2,309,2,19,3,2013,0,35,1
1,88,2,18,3,2013,2,4,1
7,6103,8,10,3,2013,6,53,1
6,8946,8,9,3,2013,23,45,1
6,5164,4,9,3,2013,23,42,1
6,7079,4,9,3,2013,18,35,1
6,982,9,9,3,2013,3,6,1
6,29,5,9,3,2013,2,46,1
5,3066,4,8,3,2013,21,32,1
5,4228,8,8,3,2013,16,30,1
5,5672,5,8,3,2013,3,6,1
5,4118,7,8,3,2013,0,50,1
4,5054,2,7,3,2013,3,18,1
2,7452,9,5,3,2013,20,3,1
2,896,2,5,3,2013,13,25,1
2,8227,1,5,3,2013,2,10,1
1,5835,5,4,3,2013,21,51,1
1,3419,8,4,3,2013,1,5,1
7,511,4,24,2,2013,17,23,1
7,211,5,24,2,2013,17,20,1
7,146,10,24,2,2013,15,0,1
7,4969,6,24,2,2013,12,15,1
7,1969,4,24,2,2013,0,25,1
6,10009,5,23,2,2013,23,40,1
6,5749,9,23,2,2013,22,43,1
6,232,4,23,2,2013,22,15,1
6,693,2,23,2,2013,18,0,1
5,1555,2,22,2,2013,1,0,1
4,349,2,21,2,2013,22,27,1
4,1091,10,21,2,2013,13,11,1
4,959,10,21,2,2013,2,9,1
2,44,6,19,2,2013,22,57,1
7,9799,6,10,2,2013,18,18,1
7,1091,10,10,2,2013,15,57,1
7,2862,10,10,2,2013,3,46,1
7,829,1,10,2,2013,3,5,1
7,1943,2,10,2,2013,1,11,1
6,802,4,9,2,2013,22,18,1
6,5280,4,9,2,2013,6,40,1
5,3185,7,8,2,2013,0,47,1
3,1915,5,6,2,2013,1,58,1
2,2483,1,5,2,2013,21,35,1
1,3754,6,4,2,2013,18,8,1
1,2725,4,4,2,2013,10,29,1
1,1012,4,4,2,2013,1,13,1
7,5323,4,27,1,2013,4,35,1
7,1010,9,27,1,2013,2,53,1
6,2718,6,26,1,2013,15,37,1
6,10546,2,26,1,2013,2,56,1
5,1066,10,25,1,2013,17,52,1
5,1772,2,25,1,2013,9,26,1
2,3453,9,22,1,2013,21,58,1
1,1350,3,21,1,2013,12,17,1
7,1428,3,13,1,2013,19,0,1
6,16658,3,12,1,2013,22,32,1
6,1395,6,12,1,2013,20,38,1
6,1428,3,12,1,2013,20,14,1
6,12830,4,12,1,2013,19,20,1
6,1428,3,12,1,2013,18,45,1
6,125,2,12,1,2013,18,43,1
6,1428,3,12,1,2013,18,15,1
6,105,5,12,1,2013,5,0,1
6,6585,1,12,1,2013,2,23,1
6,471,9,12,1,2013,2,21,1
5,1091,10,11,1,2013,23,2,1
4,1191,10,10,1,2013,21,17,1
3,125,2,9,1,2013,12,20,1
1,4936,6,7,1,2013,18,45,1
7,1428,3,30,12,2012,16,5,1
7,1428,3,30,12,2012,16,0,1
7,5107,10,30,12,2012,4,40,1
7,829,1,30,12,2012,2,27,1
6,4216,2,29,12,2012,14,50,1
6,2814,4,29,12,2012,3,48,1
6,615,1,29,12,2012,2,27,1
5,2401,3,28,12,2012,15,0,1
5,2945,3,28,12,2012,15,0,1
4,2064,2,27,12,2012,23,20,1
3,4324,4,26,12,2012,23,32,1
3,235,4,26,12,2012,3,3,1
2,4712,7,25,12,2012,16,15,1
2,1536,6,25,12,2012,0,54,1
2,7258,6,25,12,2012,0,40,1
1,3418,4,24,12,2012,14,27,1
7,872,2,16,12,2012,21,53,1
6,957,2,15,12,2012,2,4,1
6,1571,7,15,12,2012,0,2,1
5,9765,9,14,12,2012,3,40,1
4,3710,8,13,12,2012,12,30,1
7,3849,5,2,12,2012,14,20,1
6,1584,5,1,12,2012,20,2,1
6,144,4,1,12,2012,9,15,1
6,16856,7,1,12,2012,0,44,1
5,3382,6,30,11,2012,20,1,1
5,9799,6,30,11,2012,10,51,1
3,3604,4,28,11,2012,0,55,1
7,907,6,18,11,2012,18,50,1
7,10779,2,18,11,2012,2,59,1
6,6226,6,17,11,2012,23,29,1
6,10801,2,17,11,2012,13,47,1
6,361,2,17,11,2012,1,50,1
5,4450,4,16,11,2012,3,0,1
3,216,6,14,11,2012,20,44,1
3,125,2,14,11,2012,13,21,1
2,7853,1,13,11,2012,23,20,1
2,867,1,13,11,2012,11,20,1
2,2341,5,13,11,2012,3,45,1
7,2862,10,4,11,2012,3,52,1
7,12319,1,4,11,2012,1,45,1
6,729,4,3,11,2012,23,50,1
6,4647,1,3,11,2012,13,37,1
6,641,2,3,11,2012,11,9,1
6,41,8,3,11,2012,6,32,1
6,430,1,3,11,2012,1,35,1
5,3918,4,2,11,2012,17,35,1
5,278,8,2,11,2012,13,45,1
3,28,4,31,10,2012,23,50,1
3,125,2,31,10,2012,17,45,1
3,2706,10,31,10,2012,12,36,1
3,152,10,31,10,2012,11,20,1
3,1299,5,31,10,2012,10,10,1
1,1393,10,29,10,2012,23,21,1
1,1117,4,29,10,2012,20,8,1
1,17069,9,29,10,2012,2,6,1
1,511,4,29,10,2012,1,51,1
1,213,4,29,10,2012,0,42,1
1,220,4,29,10,2012,0,20,1
7,1257,5,21,10,2012,20,50,1
7,6975,9,21,10,2012,2,39,1
7,1210,1,21,10,2012,0,10,1
6,177,10,20,10,2012,20,38,1
6,125,2,20,10,2012,19,49,1
6,279,6,20,10,2012,0,51,1
6,1089,2,20,10,2012,0,43,1
5,390,5,19,10,2012,22,18,1
5,1562,9,19,10,2012,2,11,1
4,125,2,18,10,2012,20,11,1
4,125,2,18,10,2012,18,56,1
4,125,2,18,10,2012,17,52,1
4,125,2,18,10,2012,17,43,1
4,125,2,18,10,2012,17,30,1
4,125,2,18,10,2012,16,40,1
3,1091,10,17,10,2012,21,54,1
7,9887,9,7,10,2012,20,0,1
7,1428,3,7,10,2012,13,31,1
7,4377,1,7,10,2012,2,20,1
6,3081,2,6,10,2012,23,47,1
6,823,2,6,10,2012,21,30,1
6,1937,4,6,10,2012,20,8,1
6,2119,10,6,10,2012,15,40,1
3,511,4,3,10,2012,22,55,1
3,13,3,3,10,2012,18,41,1
3,619,8,3,10,2012,15,54,1
3,13223,3,3,10,2012,4,45,1
2,1255,6,2,10,2012,22,25,1
1,3238,3,1,10,2012,22,36,1
1,1107,2,1,10,2012,0,1,1
7,9277,2,23,9,2012,18,45,1
7,1395,6,23,9,2012,13,30,1
7,1224,1,23,9,2012,0,59,1
5,105,5,21,9,2012,20,23,1
5,1263,2,21,9,2012,0,30,1
3,2596,2,19,9,2012,21,21,1
3,3010,1,19,9,2012,21,20,1
3,577,2,19,9,2012,19,0,1
3,138,10,19,9,2012,13,39,1
2,13173,4,18,9,2012,20,50,1
2,2253,1,18,9,2012,14,15,1
1,1727,2,17,9,2012,20,3,1
1,1255,6,17,9,2012,16,15,1
1,644,1,17,9,2012,3,49,1
1,1893,6,17,9,2012,2,53,1
1,1914,10,17,9,2012,0,1,1
7,125,2,9,9,2012,18,42,1
7,17009,9,9,9,2012,1,5,1
6,2016,6,8,9,2012,18,29,1
6,5220,5,8,9,2012,14,5,1
6,1255,6,8,9,2012,10,4,1
6,771,1,8,9,2012,2,20,1
5,925,2,7,9,2012,21,10,1
5,5483,10,7,9,2012,19,55,1
4,1202,6,6,9,2012,23,51,1
3,357,4,5,9,2012,21,28,1
1,507,5,3,9,2012,21,4,1
1,1404,7,3,9,2012,19,54,1
7,403,7,26,8,2012,4,45,1
6,5907,7,25,8,2012,18,0,1
6,653,10,25,8,2012,2,15,1
5,772,10,24,8,2012,22,0,1
5,9702,7,24,8,2012,1,55,1
4,1574,2,23,8,2012,7,30,1
4,1792,2,23,8,2012,1,2,1
3,8223,2,22,8,2012,22,35,1
3,125,2,22,8,2012,0,1,1
2,1765,6,21,8,2012,23,58,1
2,3716,3,21,8,2012,14,39,1
1,9332,7,20,8,2012,2,7,1
1,979,4,20,8,2012,1,40,1
7,6833,7,12,8,2012,21,14,1
7,964,3,12,8,2012,0,1,1
6,2035,10,11,8,2012,15,54,1
6,1012,4,11,8,2012,1,20,1
5,1428,3,10,8,2012,20,45,1
5,4617,3,10,8,2012,20,36,1
5,11413,7,10,8,2012,20,20,1
5,1091,10,10,8,2012,0,1,1
4,957,2,9,8,2012,18,20,1
4,22,10,9,8,2012,10,55,1
3,4530,9,8,8,2012,1,26,1
2,10154,7,7,8,2012,19,15,1
2,6566,3,7,8,2012,17,1,1
2,125,2,7,8,2012,10,0,1
1,654,1,6,8,2012,1,35,1
7,2016,6,29,7,2012,17,28,1
7,374,8,29,7,2012,7,45,1
7,3600,1,29,7,2012,2,49,1
6,13109,3,28,7,2012,8,47,1
6,3883,2,28,7,2012,2,2,1
5,979,4,27,7,2012,1,45,1
2,1254,2,24,7,2012,21,48,1
2,2191,1,24,7,2012,3,10,1
7,1220,10,15,7,2012,22,6,1
6,511,4,14,7,2012,12,43,1
6,1116,2,14,7,2012,0,57,1
5,4088,4,13,7,2012,16,43,1
5,11476,1,13,7,2012,1,47,1
3,1653,3,11,7,2012,15,50,1
1,4969,6,9,7,2012,22,15,1
1,468,2,9,7,2012,14,48,1
7,8779,9,1,7,2012,17,20,1
7,5556,1,1,7,2012,14,15,1
6,925,2,30,6,2012,14,15,1
6,1537,4,30,6,2012,7,16,1
5,1224,1,29,6,2012,23,53,1
5,17561,2,29,6,2012,1,41,1
3,17573,8,27,6,2012,16,7,1
3,511,4,27,6,2012,15,13,1
2,2064,2,26,6,2012,23,0,1
2,1666,6,26,6,2012,21,44,1
1,2300,3,25,6,2012,16,42,1
7,125,2,17,6,2012,21,47,1
7,800,4,17,6,2012,19,45,1
7,3777,9,17,6,2012,19,25,1
7,2041,10,17,6,2012,16,45,1
7,2021,9,17,6,2012,4,35,1
7,1233,4,17,6,2012,3,0,1
7,1224,1,17,6,2012,1,45,1
7,1606,2,17,6,2012,0,46,1
7,829,1,17,6,2012,0,30,1
6,22,10,16,6,2012,20,30,1
6,4400,1,16,6,2012,11,50,1
6,5383,5,16,6,2012,2,32,1
5,1966,7,15,6,2012,1,16,1
4,159,6,14,6,2012,20,23,1
3,125,2,13,6,2012,22,14,1
2,164,4,12,6,2012,22,20,1
2,702,10,12,6,2012,11,7,1
7,1406,4,3,6,2012,0,15,1
6,4377,1,2,6,2012,23,39,1
6,132,7,2,6,2012,16,16,1
6,2917,1,2,6,2012,1,5,1
5,3600,1,1,6,2012,22,18,1
5,468,2,1,6,2012,11,56,1
5,3604,4,1,6,2012,2,2,1
1,1263,2,28,5,2012,3,44,1
1,581,9,28,5,2012,1,56,1
7,1091,10,20,5,2012,21,15,1
7,5297,7,20,5,2012,11,0,1
7,2062,5,20,5,2012,10,17,1
6,77,10,19,5,2012,11,44,1
6,4161,2,19,5,2012,0,1,1
5,1837,2,18,5,2012,21,10,1
5,925,2,18,5,2012,21,10,1
5,366,10,18,5,2012,10,0,1
4,88,2,17,5,2012,14,50,1
4,3205,1,17,5,2012,0,45,1
3,83,2,16,5,2012,21,21,1
3,925,2,16,5,2012,20,15,1
3,125,2,16,5,2012,20,0,1
3,8493,6,16,5,2012,18,39,1
2,2512,1,15,5,2012,2,25,1
2,1730,10,15,5,2012,1,30,1
1,2265,4,14,5,2012,20,55,1
1,741,2,14,5,2012,0,15,1
7,4875,2,6,5,2012,0,35,1
6,6212,4,5,5,2012,18,44,1
5,771,1,4,5,2012,21,12,1
5,7322,5,4,5,2012,11,45,1
3,925,2,2,5,2012,21,45,1
7,357,4,22,4,2012,11,45,1
7,1431,10,22,4,2012,2,10,1
7,430,1,22,4,2012,1,45,1
6,213,4,21,4,2012,21,9,1
6,3570,1,21,4,2012,19,35,1
6,9369,5,21,4,2012,3,27,1
6,1128,7,21,4,2012,2,50,1
5,4204,4,20,4,2012,4,0,1
5,10715,6,20,4,2012,3,3,1
4,646,6,19,4,2012,21,55,1
4,8888,4,19,4,2012,20,10,1
3,1202,6,18,4,2012,16,29,1
3,93,7,18,4,2012,11,30,1
3,303,8,18,4,2012,6,0,1
3,11634,9,18,4,2012,1,52,1
1,5826,1,16,4,2012,2,0,1
7,1452,6,8,4,2012,20,37,1
7,9977,2,8,4,2012,20,15,1
5,4533,2,6,4,2012,23,50,1
5,1393,10,6,4,2012,2,6,1
4,13783,9,5,4,2012,19,17,1
2,16658,3,3,4,2012,22,0,1
7,4833,1,25,3,2012,23,30,1
7,22,10,25,3,2012,1,24,1
6,957,2,24,3,2012,13,20,1
6,23,5,24,3,2012,3,33,1
3,1662,4,21,3,2012,23,37,1
3,1966,7,21,3,2012,1,25,1
2,2904,2,20,3,2012,0,18,1
6,3668,2,10,3,2012,22,19,1
6,6313,3,10,3,2012,19,14,1
6,653,10,10,3,2012,18,37,1
6,13071,6,10,3,2012,4,1,1
6,9702,7,10,3,2012,3,20,1
6,2236,4,10,3,2012,3,20,1
6,4284,1,10,3,2012,1,54,1
5,1918,1,9,3,2012,22,55,1
4,3329,10,8,3,2012,11,10,1
3,220,4,7,3,2012,2,25,1
3,771,1,7,3,2012,1,2,1
1,736,4,5,3,2012,4,25,1
7,983,2,26,2,2012,14,0,1
6,8267,3,25,2,2012,0,26,1
6,3414,10,25,2,2012,0,7,1
5,13979,6,24,2,2012,23,54,1
5,7819,4,24,2,2012,21,59,1
5,451,2,24,2,2012,21,36,1
5,7937,8,24,2,2012,13,56,1
3,753,2,22,2,2012,17,30,1
2,3131,10,21,2,2012,22,20,1
2,2400,10,21,2,2012,1,20,1
1,5010,5,20,2,2012,2,39,1
7,6760,8,12,2,2012,19,45,1
6,701,9,11,2,2012,2,40,1
5,5276,4,10,2,2012,3,51,1
4,105,5,9,2,2012,17,15,1
3,9148,4,8,2,2012,14,2,1
3,2396,10,8,2,2012,2,35,1
2,268,1,7,2,2012,23,10,1
1,2887,2,6,2,2012,20,44,1
7,125,2,29,1,2012,9,29,1
6,7068,10,28,1,2012,23,11,1
6,468,2,28,1,2012,19,40,1
6,501,4,28,1,2012,0,51,1
5,1682,8,27,1,2012,23,50,1
3,1255,6,25,1,2012,20,43,1
2,801,9,24,1,2012,18,50,1
2,1255,6,24,1,2012,18,11,1
1,764,6,23,1,2012,22,27,1
1,11400,6,23,1,2012,1,15,1
7,3600,1,15,1,2012,23,5,1
6,3600,1,14,1,2012,23,29,1
6,501,4,14,1,2012,20,17,1
6,1428,3,14,1,2012,16,30,1
6,1428,3,14,1,2012,15,30,1
6,1428,3,14,1,2012,15,15,1
6,1428,3,14,1,2012,14,20,1
6,1428,3,14,1,2012,13,30,1
6,1224,1,14,1,2012,1,0,1
5,2300,3,13,1,2012,23,17,1
4,3600,1,12,1,2012,23,53,1
4,14690,8,12,1,2012,20,40,1
4,2192,10,12,1,2012,15,10,1
4,13466,5,12,1,2012,1,45,1
3,1351,8,11,1,2012,19,47,1
3,421,1,11,1,2012,1,40,1
2,644,1,10,1,2012,23,11,1
2,4803,9,10,1,2012,21,29,1
2,1168,9,10,1,2012,19,11,1
1,2096,8,9,1,2012,22,57,1
1,11627,5,9,1,2012,17,47,1
7,977,1,1,1,2012,8,0,1
7,11189,1,1,1,2012,1,57,1
7,3600,1,1,1,2012,1,0,1
6,3131,10,31,12,2011,10,47,1
6,13673,8,31,12,2011,2,57,1
6,747,2,31,12,2011,0,34,1
4,6495,3,29,12,2011,17,2,1
3,3181,10,28,12,2011,21,44,1
3,3131,10,28,12,2011,15,50,1
3,511,4,28,12,2011,12,0,1
3,1836,4,28,12,2011,2,55,1
2,349,2,27,12,2011,20,1,1
1,4023,10,26,12,2011,21,45,1
1,1099,2,26,12,2011,21,15,1
1,2653,9,26,12,2011,17,34,1
7,1555,2,18,12,2011,17,0,1
7,421,1,18,12,2011,17,0,1
7,6131,6,18,12,2011,16,34,1
7,2750,2,18,12,2011,3,49,1
6,125,2,17,12,2011,19,8,1
5,3906,5,16,12,2011,22,30,1
5,5639,9,16,12,2011,0,45,1
4,5169,2,15,12,2011,23,41,1
2,1576,4,13,12,2011,15,48,1
2,138,2,13,12,2011,5,56,1
1,13,3,12,12,2011,18,42,1
1,5917,9,12,12,2011,1,50,1
7,2929,2,4,12,2011,23,52,1
7,1428,3,4,12,2011,14,25,1
7,1428,3,4,12,2011,12,28,1
6,1119,2,3,12,2011,17,10,1
6,15879,8,3,12,2011,15,35,1
6,9095,7,3,12,2011,1,43,1
5,3376,10,2,12,2011,12,50,1
3,12858,2,30,11,2011,23,5,1
3,2462,2,30,11,2011,21,34,1
7,1428,3,20,11,2011,16,20,1
7,1428,3,20,11,2011,15,8,1
6,2125,5,19,11,2011,16,0,1
5,2563,10,18,11,2011,21,10,1
5,191,3,18,11,2011,4,5,1
4,125,2,17,11,2011,19,25,1
4,6622,4,17,11,2011,19,7,1
4,511,4,17,11,2011,17,40,1
3,772,10,16,11,2011,19,15,1
1,2617,1,14,11,2011,21,0,1
7,1914,10,6,11,2011,0,10,1
6,5124,10,5,11,2011,21,25,1
6,517,2,5,11,2011,2,23,1
6,102,10,5,11,2011,2,6,1
5,6044,8,4,11,2011,22,44,1
5,5591,5,4,11,2011,2,10,1
5,1431,10,4,11,2011,2,1,1
4,6114,3,3,11,2011,11,4,1
3,16337,2,2,11,2011,20,52,1
3,2811,1,2,11,2011,12,58,1
3,784,2,2,11,2011,3,35,1
2,125,2,1,11,2011,3,14,1
1,1927,1,31,10,2011,18,50,1
1,17026,7,31,10,2011,15,23,1
7,523,5,23,10,2011,20,43,1
7,407,5,23,10,2011,14,59,1
7,1224,1,23,10,2011,12,55,1
7,22,10,23,10,2011,2,25,1
7,1280,4,23,10,2011,1,40,1
6,775,5,22,10,2011,22,35,1
6,3395,8,22,10,2011,22,30,1
6,4245,9,22,10,2011,20,29,1
6,205,8,22,10,2011,17,15,1
6,2241,4,22,10,2011,13,58,1
6,12734,9,22,10,2011,1,32,1
6,1224,1,22,10,2011,0,27,1
5,1263,2,21,10,2011,0,9,1
4,12858,2,20,10,2011,18,20,1
4,501,4,20,10,2011,4,10,1
4,3414,10,20,10,2011,0,10,1
2,3396,10,18,10,2011,23,15,1
2,653,10,18,10,2011,0,15,1
1,6471,6,17,10,2011,16,40,1
7,28,4,9,10,2011,20,33,1
7,1428,3,9,10,2011,13,5,1
7,374,8,9,10,2011,4,40,1
7,6813,4,9,10,2011,2,14,1
6,8445,2,8,10,2011,20,55,1
6,2869,10,8,10,2011,4,36,1
6,157,10,8,10,2011,0,1,1
5,16174,1,7,10,2011,22,20,1
5,5169,2,7,10,2011,21,55,1
5,982,9,7,10,2011,21,20,1
5,982,9,7,10,2011,21,20,1
5,2563,10,7,10,2011,19,45,1
5,1224,1,7,10,2011,1,54,1
5,1073,5,7,10,2011,0,24,1
3,37,2,5,10,2011,21,5,1
3,977,1,5,10,2011,2,13,1
2,1091,10,4,10,2011,13,36,1
1,138,2,3,10,2011,22,50,1
1,1571,7,3,10,2011,22,30,1
7,1224,1,25,9,2011,1,50,1
6,83,2,24,9,2011,21,2,1
6,2414,3,24,9,2011,14,30,1
4,666,2,22,9,2011,22,1,1
4,1202,6,22,9,2011,17,1,1
3,1267,5,21,9,2011,20,45,1
2,2904,2,20,9,2011,23,54,1
1,5458,2,19,9,2011,12,5,1
7,1428,3,11,9,2011,13,20,1
7,1428,3,11,9,2011,13,15,1
7,14717,6,11,9,2011,10,30,1
7,737,5,11,9,2011,0,15,1
6,3866,1,10,9,2011,14,22,1
6,16560,9,10,9,2011,0,45,1
5,64,4,9,9,2011,19,0,1
5,6420,2,9,9,2011,8,25,1
4,1255,6,8,9,2011,16,4,1
2,125,2,6,9,2011,19,26,1
2,3532,3,6,9,2011,16,20,1
1,9048,6,5,9,2011,23,8,1
1,9702,7,5,9,2011,22,51,1
1,12056,4,5,9,2011,16,51,1
7,468,2,28,8,2011,10,0,1
7,2887,2,28,8,2011,7,47,1
6,2862,10,27,8,2011,20,5,1
6,5412,4,27,8,2011,1,59,1
6,7790,2,27,8,2011,0,25,1
5,1399,10,26,8,2011,23,22,1
5,392,4,26,8,2011,22,56,1
4,125,2,25,8,2011,21,41,1
4,17423,3,25,8,2011,15,15,1
3,925,2,24,8,2011,19,45,1
3,355,2,24,8,2011,17,45,1
2,872,2,23,8,2011,5,53,1
2,772,10,23,8,2011,3,17,1
1,1254,2,22,8,2011,17,50,1
7,2701,9,14,8,2011,7,50,1
4,16360,1,11,8,2011,23,19,1
4,102,10,11,8,2011,9,2,1
4,1557,9,11,8,2011,0,2,1
3,981,2,10,8,2011,0,56,1
2,585,6,9,8,2011,19,14,1
1,22,10,8,8,2011,20,40,1
7,2424,2,31,7,2011,2,4,1
7,648,2,31,7,2011,1,40,1
7,8852,1,31,7,2011,0,56,1
6,125,2,30,7,2011,18,24,1
6,125,2,30,7,2011,13,55,1
5,829,1,29,7,2011,23,55,1
5,6065,4,29,7,2011,23,38,1
4,10712,1,28,7,2011,20,20,1
4,232,4,28,7,2011,19,35,1
1,2467,6,25,7,2011,18,47,1
7,979,4,17,7,2011,23,19,1
7,2099,5,17,7,2011,19,7,1
7,4047,3,17,7,2011,7,45,1
6,9797,7,16,7,2011,3,45,1
4,4535,1,14,7,2011,21,45,1
3,3333,9,13,7,2011,13,8,1
2,9390,5,12,7,2011,17,9,1
7,7697,2,3,7,2011,22,40,1
7,3881,4,3,7,2011,21,18,1
7,917,9,3,7,2011,11,50,1
7,3564,2,3,7,2011,3,55,1
6,4831,2,2,7,2011,21,5,1
6,1653,3,2,7,2011,18,5,1
6,213,4,2,7,2011,10,11,1
6,83,2,2,7,2011,10,0,1
5,17017,4,1,7,2011,2,40,1
2,2119,10,28,6,2011,3,57,1
7,17133,9,19,6,2011,22,49,1
7,5133,7,19,6,2011,22,40,1
6,1404,7,18,6,2011,16,15,1
6,2289,1,18,6,2011,2,12,1
5,13868,6,17,6,2011,16,30,1
5,428,4,17,6,2011,2,33,1
4,138,10,16,6,2011,16,2,1
3,3786,1,15,6,2011,23,44,1
1,468,2,13,6,2011,11,48,1
1,18576,7,13,6,2011,6,5,1
1,2045,6,13,6,2011,0,27,1
6,1245,10,4,6,2011,22,37,1
6,10714,2,4,6,2011,18,39,1
6,213,4,4,6,2011,2,30,1
6,1224,1,4,6,2011,1,31,1
5,747,2,3,6,2011,22,0,1
5,3315,2,3,6,2011,19,24,1
5,692,4,3,6,2011,12,8,1
5,7030,4,3,6,2011,1,39,1
4,468,2,2,6,2011,19,9,1
4,159,6,2,6,2011,18,11,1
4,428,4,2,6,2011,0,37,1
3,208,1,1,6,2011,20,37,1
3,28,4,1,6,2011,2,5,1
1,695,4,30,5,2011,20,40,1
1,1012,4,30,5,2011,18,34,1
1,2159,10,30,5,2011,14,16,1
1,2539,8,30,5,2011,0,32,1
7,925,2,22,5,2011,16,35,1
7,800,4,22,5,2011,1,35,1
7,177,10,22,5,2011,0,44,1
6,908,10,21,5,2011,17,0,1
6,957,2,21,5,2011,13,40,1
6,28,4,21,5,2011,0,31,1
5,392,4,20,5,2011,21,38,1
5,125,2,20,5,2011,21,5,1
5,1395,6,20,5,2011,18,19,1
5,125,2,20,5,2011,15,55,1
4,2732,2,19,5,2011,15,15,1
4,6634,1,19,5,2011,2,39,1
4,534,4,19,5,2011,1,9,1
3,360,4,18,5,2011,21,50,1
3,363,2,18,5,2011,17,29,1
2,2165,9,17,5,2011,20,0,1
7,5704,8,8,5,2011,23,35,1
7,925,2,8,5,2011,16,30,1
7,11208,5,8,5,2011,14,6,1
7,1224,1,8,5,2011,1,5,1
6,499,2,7,5,2011,22,54,1
6,925,2,7,5,2011,20,40,1
6,1427,1,7,5,2011,3,7,1
6,3064,2,7,5,2011,0,35,1
5,627,3,6,5,2011,19,55,1
