"day","location","date","month","year","hour","min","DISORDERLYCONDUCT"
2,10,27,12,2011,6,44,1
2,10,27,12,2011,6,9,1
1,10,26,12,2011,7,3,1
1,10,26,12,2011,5,51,1
7,8,18,12,2011,10,40,1
7,5,18,12,2011,6,19,1
6,8,17,12,2011,1,38,1
5,9,16,12,2011,15,0,1
5,2,16,12,2011,9,10,1
5,5,16,12,2011,7,19,1
5,5,16,12,2011,7,5,1
5,5,16,12,2011,6,20,1
5,4,16,12,2011,0,20,1
5,5,16,12,2011,0,1,1
4,6,15,12,2011,20,1,1
4,4,15,12,2011,8,5,1
2,2,13,12,2011,7,47,1
1,10,12,12,2011,6,4,1
7,2,4,12,2011,16,35,1
7,10,4,12,2011,7,34,1
7,10,4,12,2011,7,4,1
6,1,3,12,2011,7,0,1
6,4,3,12,2011,0,10,1
4,6,1,12,2011,12,35,1
4,1,1,12,2011,12,0,1
4,5,1,12,2011,4,34,1
3,4,30,11,2011,11,0,1
3,7,30,11,2011,10,30,1
3,10,30,11,2011,6,35,1
3,10,30,11,2011,5,53,1
2,5,29,11,2011,17,15,1
2,10,29,11,2011,7,0,1
2,10,29,11,2011,6,44,1
1,4,28,11,2011,13,25,1
1,10,28,11,2011,6,48,1
1,10,28,11,2011,6,15,1
1,10,28,11,2011,6,2,1
6,2,19,11,2011,23,44,1
6,10,19,11,2011,5,46,1
4,2,17,11,2011,6,31,1
4,5,17,11,2011,6,16,1
4,5,17,11,2011,5,48,1
3,10,16,11,2011,5,48,1
2,1,15,11,2011,12,56,1
2,10,15,11,2011,10,56,1
1,1,14,11,2011,15,5,1
1,8,14,11,2011,15,4,1
7,10,6,11,2011,6,37,1
7,10,6,11,2011,6,13,1
6,10,5,11,2011,9,14,1
6,4,5,11,2011,7,50,1
5,8,4,11,2011,22,44,1
3,4,2,11,2011,18,50,1
3,3,2,11,2011,11,45,1
3,1,2,11,2011,8,23,1
3,10,2,11,2011,5,58,1
2,9,1,11,2011,22,0,1
2,10,1,11,2011,5,47,1
1,10,31,10,2011,6,40,1
1,10,31,10,2011,5,51,1
7,1,23,10,2011,12,55,1
7,4,23,10,2011,1,15,1
7,1,23,10,2011,0,20,1
6,8,22,10,2011,13,0,1
6,10,22,10,2011,8,23,1
6,10,22,10,2011,5,51,1
6,2,22,10,2011,0,10,1
5,4,21,10,2011,16,0,1
4,10,20,10,2011,7,21,1
1,1,17,10,2011,11,23,1
1,10,17,10,2011,5,47,1
6,10,8,10,2011,7,40,1
6,10,8,10,2011,6,3,1
6,10,8,10,2011,0,1,1
5,2,7,10,2011,6,42,1
3,8,5,10,2011,12,35,1
3,7,5,10,2011,12,30,1
2,1,4,10,2011,13,11,1
2,4,4,10,2011,6,35,1
1,1,3,10,2011,13,9,1
1,10,3,10,2011,6,50,1
1,10,3,10,2011,6,10,1
7,4,25,9,2011,5,15,1
6,5,24,9,2011,13,53,1
6,9,24,9,2011,13,25,1
6,9,24,9,2011,13,25,1
5,10,23,9,2011,12,10,1
4,1,22,9,2011,22,0,1
3,2,21,9,2011,6,4,1
3,10,21,9,2011,5,43,1
2,5,20,9,2011,11,5,1
2,2,20,9,2011,6,33,1
2,5,20,9,2011,6,1,1
2,10,20,9,2011,5,47,1
1,2,19,9,2011,3,9,1
7,10,11,9,2011,14,25,1
7,4,11,9,2011,6,30,1
7,9,11,9,2011,6,15,1
7,4,11,9,2011,3,25,1
6,4,10,9,2011,16,50,1
6,2,10,9,2011,13,20,1
6,10,10,9,2011,5,40,1
5,5,9,9,2011,8,6,1
5,4,9,9,2011,6,30,1
4,2,8,9,2011,20,30,1
4,4,8,9,2011,14,45,1
4,5,8,9,2011,9,29,1
4,4,8,9,2011,3,25,1
4,4,8,9,2011,3,5,1
4,4,8,9,2011,1,40,1
3,10,7,9,2011,6,10,1
3,10,7,9,2011,5,59,1
3,10,7,9,2011,5,50,1
2,10,6,9,2011,9,33,1
2,10,6,9,2011,6,7,1
2,5,6,9,2011,5,56,1
1,1,5,9,2011,10,45,1
1,10,5,9,2011,6,6,1
1,10,5,9,2011,5,47,1
7,8,28,8,2011,15,10,1
5,8,26,8,2011,23,30,1
4,2,25,8,2011,6,2,1
3,2,24,8,2011,16,21,1
3,2,24,8,2011,6,15,1
3,10,24,8,2011,6,3,1
3,10,24,8,2011,5,48,1
2,4,23,8,2011,12,55,1
2,10,23,8,2011,6,52,1
2,2,23,8,2011,6,22,1
2,10,23,8,2011,5,59,1
1,10,22,8,2011,6,17,1
1,10,22,8,2011,5,38,1
1,4,22,8,2011,4,0,1
7,3,14,8,2011,22,1,1
7,9,14,8,2011,7,50,1
6,2,13,8,2011,9,10,1
6,4,13,8,2011,8,30,1
5,7,12,8,2011,17,15,1
5,1,12,8,2011,11,15,1
5,2,12,8,2011,7,55,1
4,4,11,8,2011,21,20,1
4,10,11,8,2011,5,59,1
3,2,10,8,2011,6,7,1
3,10,10,8,2011,5,55,1
3,2,10,8,2011,5,30,1
3,2,10,8,2011,5,30,1
2,10,9,8,2011,7,1,1
2,10,9,8,2011,6,24,1
1,9,8,8,2011,22,39,1
1,2,8,8,2011,9,55,1
1,2,8,8,2011,9,45,1
1,10,8,8,2011,6,19,1
1,10,8,8,2011,5,59,1
7,4,31,7,2011,23,7,1
7,1,31,7,2011,20,24,1
7,4,31,7,2011,6,51,1
6,2,30,7,2011,21,40,1
6,4,30,7,2011,14,5,1
4,10,28,7,2011,8,34,1
3,4,27,7,2011,23,40,1
3,4,27,7,2011,23,0,1
3,10,27,7,2011,11,50,1
3,10,27,7,2011,11,23,1
3,10,27,7,2011,5,51,1
2,2,26,7,2011,8,35,1
2,2,26,7,2011,7,30,1
2,10,26,7,2011,6,29,1
2,10,26,7,2011,6,8,1
2,2,26,7,2011,6,0,1
2,10,26,7,2011,5,43,1
1,4,25,7,2011,20,15,1
1,10,25,7,2011,6,6,1
7,2,17,7,2011,2,5,1
5,9,15,7,2011,23,40,1
5,3,15,7,2011,19,32,1
4,4,14,7,2011,13,10,1
3,9,13,7,2011,13,8,1
3,4,13,7,2011,8,10,1
3,10,13,7,2011,6,9,1
3,10,13,7,2011,5,54,1
2,10,12,7,2011,13,0,1
2,5,12,7,2011,9,52,1
2,10,12,7,2011,5,44,1
1,1,11,7,2011,21,53,1
6,5,2,7,2011,21,2,1
6,5,2,7,2011,12,45,1
6,9,2,7,2011,12,0,1
5,7,1,7,2011,0,1,1
4,5,30,6,2011,7,37,1
3,10,29,6,2011,6,18,1
3,10,29,6,2011,5,45,1
2,10,28,6,2011,6,20,1
2,10,28,6,2011,6,0,1
7,5,19,6,2011,1,35,1
6,5,18,6,2011,14,55,1
5,3,17,6,2011,19,20,1
5,4,17,6,2011,3,30,1
4,10,16,6,2011,6,33,1
3,10,15,6,2011,7,6,1
3,10,15,6,2011,6,13,1
2,2,14,6,2011,19,30,1
1,8,13,6,2011,0,1,1
6,4,4,6,2011,23,30,1
6,9,4,6,2011,18,30,1
6,4,4,6,2011,3,0,1
5,10,3,6,2011,17,30,1
5,1,3,6,2011,15,21,1
5,1,3,6,2011,15,21,1
5,2,3,6,2011,12,45,1
5,5,3,6,2011,9,20,1
4,6,2,6,2011,18,11,1
4,6,2,6,2011,8,0,1
4,10,2,6,2011,5,46,1
4,4,2,6,2011,1,10,1
3,2,1,6,2011,19,8,1
3,6,1,6,2011,12,0,1
3,10,1,6,2011,5,41,1
2,10,31,5,2011,6,14,1
2,2,31,5,2011,5,42,1
1,4,30,5,2011,19,37,1
1,4,30,5,2011,18,34,1
1,1,30,5,2011,18,15,1
1,10,30,5,2011,14,16,1
1,10,30,5,2011,6,21,1
7,10,22,5,2011,6,2,1
7,10,22,5,2011,5,53,1
6,10,21,5,2011,6,34,1
6,10,21,5,2011,6,6,1
6,10,21,5,2011,5,53,1
6,2,21,5,2011,2,27,1
6,4,21,5,2011,1,24,1
6,4,21,5,2011,0,31,1
5,6,20,5,2011,18,19,1
5,8,20,5,2011,11,20,1
4,2,19,5,2011,15,15,1
4,3,19,5,2011,9,17,1
3,1,18,5,2011,21,44,1
3,9,18,5,2011,7,30,1
3,10,18,5,2011,6,14,1
3,10,18,5,2011,5,40,1
3,4,18,5,2011,2,43,1
2,10,17,5,2011,6,30,1
2,10,17,5,2011,5,52,1
2,2,17,5,2011,0,10,1
1,10,16,5,2011,6,0,1
1,10,16,5,2011,5,40,1
7,4,8,5,2011,23,30,1
7,1,8,5,2011,15,30,1
7,10,8,5,2011,6,37,1
7,4,8,5,2011,6,25,1
6,10,7,5,2011,6,51,1
5,7,6,5,2011,12,0,1
5,5,6,5,2011,0,5,1
3,2,4,5,2011,14,50,1
3,10,4,5,2011,5,49,1
2,10,3,5,2011,16,20,1
2,10,3,5,2011,5,51,1
2,10,3,5,2011,5,36,1
2,5,3,5,2011,2,44,1
2,4,3,5,2011,1,0,1
1,6,2,5,2011,17,45,1
1,10,2,5,2011,6,32,1
1,10,2,5,2011,5,43,1
7,10,24,4,2011,6,7,1
6,5,23,4,2011,21,39,1
6,10,23,4,2011,5,55,1
6,10,23,4,2011,5,40,1
4,1,21,4,2011,23,45,1
4,6,21,4,2011,19,40,1
4,4,21,4,2011,18,6,1
3,4,20,4,2011,17,10,1
3,4,20,4,2011,17,10,1
3,1,20,4,2011,6,0,1
3,10,20,4,2011,5,36,1
3,1,20,4,2011,2,30,1
2,1,19,4,2011,18,12,1
2,9,19,4,2011,13,45,1
2,10,19,4,2011,6,14,1
2,10,19,4,2011,5,34,1
2,4,19,4,2011,0,2,1
1,10,18,4,2011,5,39,1
7,2,10,4,2011,23,57,1
7,4,10,4,2011,13,50,1
7,4,10,4,2011,13,19,1
7,10,10,4,2011,6,2,1
7,2,10,4,2011,5,37,1
6,1,9,4,2011,23,15,1
6,2,9,4,2011,7,0,1
6,10,9,4,2011,5,55,1
6,10,9,4,2011,5,43,1
6,4,9,4,2011,2,49,1
6,4,9,4,2011,1,20,1
4,10,7,4,2011,19,20,1
4,1,7,4,2011,18,30,1
4,1,7,4,2011,14,29,1
4,1,7,4,2011,14,29,1
3,4,6,4,2011,11,58,1
3,10,6,4,2011,6,4,1
2,1,5,4,2011,15,49,1
2,10,5,4,2011,5,53,1
2,10,5,4,2011,5,45,1
1,10,4,4,2011,6,5,1
1,10,4,4,2011,5,36,1
7,6,27,3,2011,22,5,1
6,4,26,3,2011,23,50,1
6,6,26,3,2011,22,34,1
6,5,26,3,2011,3,3,1
2,3,22,3,2011,11,4,1
2,10,22,3,2011,6,33,1
2,4,22,3,2011,3,10,1
2,10,22,3,2011,2,30,1
1,10,21,3,2011,7,45,1
1,10,21,3,2011,7,23,1
7,10,13,3,2011,7,38,1
7,10,13,3,2011,0,15,1
5,4,11,3,2011,2,10,1
3,10,9,3,2011,7,0,1
3,10,9,3,2011,6,35,1
2,10,8,3,2011,7,19,1
2,10,8,3,2011,6,52,1
1,4,7,3,2011,22,26,1
1,10,7,3,2011,7,26,1
7,7,27,2,2011,23,27,1
7,4,27,2,2011,13,30,1
7,10,27,2,2011,7,31,1
7,4,27,2,2011,7,20,1
6,4,26,2,2011,21,30,1
6,8,26,2,2011,20,36,1
6,10,26,2,2011,7,17,1
6,4,26,2,2011,7,0,1
6,5,26,2,2011,3,35,1
5,6,25,2,2011,11,35,1
5,10,25,2,2011,11,35,1
5,4,25,2,2011,11,10,1
3,5,23,2,2011,10,20,1
3,10,23,2,2011,8,27,1
3,4,23,2,2011,7,35,1
2,10,22,2,2011,13,0,1
2,5,22,2,2011,9,4,1
2,10,22,2,2011,7,1,1
2,3,22,2,2011,0,45,1
1,10,21,2,2011,6,51,1
1,10,21,2,2011,6,38,1
7,10,13,2,2011,8,8,1
7,10,13,2,2011,6,39,1
7,4,13,2,2011,3,45,1
7,2,13,2,2011,3,0,1
6,10,12,2,2011,7,17,1
6,5,12,2,2011,2,42,1
4,4,10,2,2011,6,30,1
3,4,9,2,2011,23,30,1
3,4,9,2,2011,11,15,1
3,8,9,2,2011,8,55,1
2,4,8,2,2011,22,30,1
2,8,8,2,2011,20,20,1
7,4,30,1,2011,22,43,1
5,4,28,1,2011,17,0,1
5,4,28,1,2011,1,50,1
4,10,27,1,2011,11,10,1
4,1,27,1,2011,9,26,1
4,5,27,1,2011,3,38,1
4,5,27,1,2011,2,55,1
4,5,27,1,2011,2,49,1
4,6,27,1,2011,2,0,1
3,5,26,1,2011,3,51,1
3,5,26,1,2011,3,20,1
3,4,26,1,2011,0,37,1
3,5,26,1,2011,0,15,1
2,4,25,1,2011,22,44,1
2,6,25,1,2011,14,40,1
2,10,25,1,2011,10,8,1
2,5,25,1,2011,6,30,1
1,5,24,1,2011,15,14,1
1,10,24,1,2011,10,10,1
7,2,16,1,2011,16,50,1
7,4,16,1,2011,13,30,1
7,10,16,1,2011,9,28,1
7,5,16,1,2011,9,10,1
7,1,16,1,2011,1,40,1
6,9,15,1,2011,12,0,1
6,10,15,1,2011,7,52,1
6,10,15,1,2011,7,27,1
5,4,14,1,2011,7,5,1
2,2,11,1,2011,6,50,1
1,8,10,1,2011,20,30,1
1,5,10,1,2011,2,15,1
1,7,10,1,2011,0,26,1
7,9,2,1,2011,18,0,1
6,1,1,1,2011,8,0,1
6,1,1,1,2011,0,1,1
5,2,31,12,2010,18,2,1
5,4,31,12,2010,15,0,1
5,2,31,12,2010,13,30,1
5,3,31,12,2010,12,15,1
3,6,29,12,2010,14,59,1
3,5,29,12,2010,2,10,1
2,4,28,12,2010,20,47,1
2,4,28,12,2010,9,10,1
7,8,19,12,2010,1,31,1
5,10,17,12,2010,6,40,1
4,6,16,12,2010,11,49,1
4,3,16,12,2010,10,17,1
2,1,14,12,2010,20,30,1
2,2,14,12,2010,10,35,1
1,4,13,12,2010,20,17,1
1,1,13,12,2010,6,48,1
1,10,13,12,2010,6,28,1
1,4,13,12,2010,0,24,1
7,9,5,12,2010,15,15,1
7,4,5,12,2010,7,18,1
7,10,5,12,2010,7,9,1
6,4,4,12,2010,19,25,1
6,10,4,12,2010,7,53,1
5,1,3,12,2010,17,45,1
4,4,2,12,2010,17,0,1
4,4,2,12,2010,17,0,1
4,4,2,12,2010,17,0,1
4,5,2,12,2010,2,55,1
3,5,1,12,2010,22,55,1
3,10,1,12,2010,18,31,1
3,5,1,12,2010,11,15,1
3,2,1,12,2010,8,0,1
2,10,30,11,2010,7,22,1
2,10,30,11,2010,6,34,1
1,4,29,11,2010,7,15,1
7,4,21,11,2010,6,20,1
6,10,20,11,2010,11,0,1
5,6,19,11,2010,11,3,1
4,4,18,11,2010,20,20,1
4,1,18,11,2010,10,20,1
3,4,17,11,2010,20,11,1
2,5,16,11,2010,8,16,1
7,10,7,11,2010,19,25,1
7,7,7,11,2010,0,10,1
6,10,6,11,2010,10,33,1
5,6,5,11,2010,13,57,1
2,2,2,11,2010,0,45,1
2,2,2,11,2010,0,25,1
1,10,1,11,2010,7,42,1
1,10,1,11,2010,6,54,1
7,10,24,10,2010,6,53,1
7,4,24,10,2010,4,15,1
7,3,24,10,2010,0,1,1
6,10,23,10,2010,7,31,1
6,4,23,10,2010,6,50,1
6,4,23,10,2010,2,50,1
6,8,23,10,2010,1,0,1
6,1,23,10,2010,0,1,1
3,10,20,10,2010,6,43,1
3,7,20,10,2010,3,15,1
2,4,19,10,2010,13,45,1
2,1,19,10,2010,8,10,1
2,10,19,10,2010,7,26,1
2,10,19,10,2010,6,49,1
2,10,19,10,2010,6,30,1
1,4,18,10,2010,11,10,1
1,1,18,10,2010,8,18,1
1,10,18,10,2010,7,26,1
1,10,18,10,2010,7,1,1
1,10,18,10,2010,6,40,1
7,3,10,10,2010,23,32,1
7,4,10,10,2010,21,25,1
7,1,10,10,2010,16,0,1
7,10,10,10,2010,7,12,1
7,10,10,10,2010,6,30,1
6,8,9,10,2010,22,30,1
6,6,9,10,2010,12,45,1
6,10,9,10,2010,6,38,1
5,1,8,10,2010,23,20,1
5,4,8,10,2010,22,45,1
5,3,8,10,2010,16,19,1
3,4,6,10,2010,16,18,1
3,10,6,10,2010,7,13,1
3,4,6,10,2010,1,15,1
2,6,5,10,2010,13,0,1
2,5,5,10,2010,4,15,1
2,4,5,10,2010,3,8,1
2,4,5,10,2010,1,35,1
1,5,4,10,2010,23,39,1
1,4,4,10,2010,14,16,1
1,10,4,10,2010,6,50,1
7,9,26,9,2010,10,9,1
7,10,26,9,2010,6,34,1
6,2,25,9,2010,16,45,1
6,4,25,9,2010,13,45,1
6,10,25,9,2010,7,15,1
6,10,25,9,2010,6,45,1
6,3,25,9,2010,0,47,1
5,8,24,9,2010,14,30,1
4,2,23,9,2010,13,30,1
4,1,23,9,2010,2,15,1
3,4,22,9,2010,21,55,1
3,2,22,9,2010,11,47,1
3,4,22,9,2010,11,27,1
3,5,22,9,2010,9,42,1
3,4,22,9,2010,9,0,1
2,4,21,9,2010,7,35,1
2,10,21,9,2010,6,59,1
1,7,20,9,2010,10,0,1
1,10,20,9,2010,6,49,1
1,5,20,9,2010,3,0,1
7,3,12,9,2010,21,10,1
7,1,12,9,2010,18,40,1
7,10,12,9,2010,14,0,1
7,10,12,9,2010,9,4,1
7,4,12,9,2010,3,16,1
6,1,11,9,2010,20,40,1
6,6,11,9,2010,17,0,1
6,9,11,9,2010,12,0,1
5,5,10,9,2010,2,19,1
5,5,10,9,2010,0,26,1
2,10,7,9,2010,14,0,1
2,10,7,9,2010,9,46,1
2,10,7,9,2010,7,33,1
1,2,6,9,2010,14,16,1
1,10,6,9,2010,13,48,1
1,10,6,9,2010,6,55,1
1,10,6,9,2010,6,36,1
1,4,6,9,2010,5,0,1
7,2,29,8,2010,19,19,1
7,10,29,8,2010,9,36,1
7,10,29,8,2010,8,23,1
7,4,29,8,2010,7,30,1
6,10,28,8,2010,17,20,1
6,2,28,8,2010,7,35,1
6,10,28,8,2010,6,55,1
4,1,26,8,2010,18,25,1
4,4,26,8,2010,17,0,1
4,6,26,8,2010,13,28,1
4,5,26,8,2010,9,55,1
4,2,26,8,2010,9,21,1
3,4,25,8,2010,23,51,1
3,8,25,8,2010,10,10,1
3,10,25,8,2010,6,56,1
2,6,24,8,2010,13,10,1
2,6,24,8,2010,11,0,1
2,10,24,8,2010,7,22,1
1,10,23,8,2010,7,40,1
1,10,23,8,2010,6,56,1
1,10,23,8,2010,6,40,1
1,10,23,8,2010,6,15,1
7,4,15,8,2010,23,39,1
7,4,15,8,2010,11,20,1
7,4,15,8,2010,6,45,1
7,4,15,8,2010,4,30,1
7,1,15,8,2010,2,19,1
6,2,14,8,2010,9,30,1
6,4,14,8,2010,4,45,1
6,4,14,8,2010,4,35,1
6,9,14,8,2010,3,40,1
4,4,12,8,2010,10,25,1
4,1,12,8,2010,6,55,1
4,4,12,8,2010,6,40,1
3,4,11,8,2010,19,50,1
3,1,11,8,2010,18,45,1
3,4,11,8,2010,10,21,1
3,4,11,8,2010,1,4,1
2,1,10,8,2010,14,0,1
2,10,10,8,2010,8,11,1
2,10,10,8,2010,7,50,1
2,10,10,8,2010,6,30,1
1,10,9,8,2010,8,10,1
1,10,9,8,2010,7,44,1
6,10,31,7,2010,8,38,1
6,10,31,7,2010,8,0,1
6,10,31,7,2010,7,52,1
5,3,30,7,2010,22,0,1
5,4,30,7,2010,21,30,1
4,4,29,7,2010,5,0,1
3,2,28,7,2010,14,25,1
3,4,28,7,2010,8,35,1
3,10,28,7,2010,6,33,1
2,3,27,7,2010,23,0,1
2,10,27,7,2010,10,3,1
2,10,27,7,2010,9,45,1
2,4,27,7,2010,5,31,1
2,4,27,7,2010,4,20,1
1,10,26,7,2010,8,52,1
7,4,18,7,2010,4,50,1
7,4,18,7,2010,4,27,1
6,1,17,7,2010,16,4,1
6,10,17,7,2010,11,20,1
6,10,17,7,2010,6,38,1
5,1,16,7,2010,12,50,1
4,9,15,7,2010,8,15,1
4,2,15,7,2010,7,25,1
2,10,13,7,2010,6,52,1
2,4,13,7,2010,5,0,1
1,4,12,7,2010,15,10,1
1,3,12,7,2010,12,59,1
1,10,12,7,2010,8,3,1
7,4,4,7,2010,4,40,1
6,2,3,7,2010,8,1,1
6,4,3,7,2010,5,55,1
6,4,3,7,2010,4,50,1
5,10,2,7,2010,9,1,1
5,2,2,7,2010,1,45,1
4,2,1,7,2010,0,20,1
3,8,30,6,2010,13,30,1
2,10,29,6,2010,6,59,1
2,10,29,6,2010,6,49,1
1,3,28,6,2010,13,59,1
1,8,28,6,2010,13,37,1
7,10,20,6,2010,13,16,1
7,10,20,6,2010,8,31,1
7,10,20,6,2010,6,29,1
7,10,20,6,2010,0,1,1
6,2,19,6,2010,9,30,1
6,10,19,6,2010,7,38,1
6,10,19,6,2010,7,19,1
6,10,19,6,2010,7,1,1
5,4,18,6,2010,9,30,1
5,4,18,6,2010,1,7,1
4,8,17,6,2010,22,0,1
4,10,17,6,2010,6,50,1
4,10,17,6,2010,6,50,1
3,4,16,6,2010,23,50,1
3,10,16,6,2010,6,50,1
3,10,16,6,2010,6,34,1
3,4,16,6,2010,1,0,1
2,3,15,6,2010,6,48,1
1,10,14,6,2010,8,0,1
1,5,14,6,2010,3,17,1
6,10,5,6,2010,18,40,1
6,10,5,6,2010,6,55,1
5,8,4,6,2010,21,30,1
4,3,3,6,2010,13,0,1
4,2,3,6,2010,13,0,1
4,10,3,6,2010,8,16,1
3,2,2,6,2010,8,35,1
3,10,2,6,2010,7,15,1
3,10,2,6,2010,7,0,1
1,4,31,5,2010,13,5,1
1,2,31,5,2010,13,0,1
7,4,23,5,2010,0,30,1
6,10,22,5,2010,8,7,1
6,10,22,5,2010,7,22,1
6,10,22,5,2010,7,8,1
6,4,22,5,2010,0,1,1
4,8,20,5,2010,15,35,1
4,8,20,5,2010,15,35,1
4,8,20,5,2010,15,35,1
4,10,20,5,2010,7,26,1
3,2,19,5,2010,21,50,1
3,3,19,5,2010,15,35,1
3,10,19,5,2010,7,4,1
3,10,19,5,2010,6,55,1
3,10,19,5,2010,6,27,1
2,10,18,5,2010,6,52,1
2,10,18,5,2010,6,29,1
2,10,18,5,2010,6,17,1
1,10,17,5,2010,8,19,1
7,4,9,5,2010,23,40,1
7,10,9,5,2010,6,56,1
7,10,9,5,2010,6,38,1
7,2,9,5,2010,1,45,1
7,5,9,5,2010,0,20,1
7,9,9,5,2010,0,1,1
6,10,8,5,2010,7,9,1
6,4,8,5,2010,5,18,1
5,10,7,5,2010,6,44,1
5,4,7,5,2010,5,0,1
5,4,7,5,2010,4,20,1
4,10,6,5,2010,7,48,1
4,10,6,5,2010,6,32,1
3,10,5,5,2010,7,12,1
3,10,5,5,2010,6,20,1
3,10,5,5,2010,6,0,1
1,10,3,5,2010,9,46,1
7,8,25,4,2010,18,52,1
7,1,25,4,2010,11,43,1
7,10,25,4,2010,11,13,1
7,10,25,4,2010,6,35,1
6,10,24,4,2010,9,22,1
6,5,24,4,2010,3,8,1
5,1,23,4,2010,17,30,1
5,3,23,4,2010,15,30,1
5,4,23,4,2010,1,10,1
4,4,22,4,2010,22,0,1
4,1,22,4,2010,18,13,1
4,4,22,4,2010,17,31,1
3,8,21,4,2010,14,0,1
3,10,21,4,2010,13,45,1
3,5,21,4,2010,7,16,1
2,10,20,4,2010,18,0,1
2,10,20,4,2010,17,17,1
1,5,19,4,2010,0,30,1
7,4,11,4,2010,6,15,1
7,4,11,4,2010,4,30,1
6,10,10,4,2010,7,21,1
6,10,10,4,2010,7,4,1
6,4,10,4,2010,3,0,1
5,3,9,4,2010,18,36,1
4,10,8,4,2010,21,0,1
4,8,8,4,2010,12,14,1
3,4,7,4,2010,21,35,1
3,1,7,4,2010,19,40,1
3,10,7,4,2010,15,30,1
3,6,7,4,2010,13,45,1
2,10,6,4,2010,7,36,1
2,10,6,4,2010,6,25,1
1,1,5,4,2010,16,33,1
1,2,5,4,2010,16,0,1
1,4,5,4,2010,14,30,1
1,4,5,4,2010,13,40,1
7,4,28,3,2010,6,45,1
6,4,27,3,2010,2,15,1
6,4,27,3,2010,1,20,1
5,8,26,3,2010,14,0,1
5,10,26,3,2010,6,47,1
4,5,25,3,2010,16,53,1
3,4,24,3,2010,10,35,1
3,10,24,3,2010,6,58,1
3,10,24,3,2010,6,48,1
2,6,23,3,2010,13,20,1
2,10,23,3,2010,10,18,1
2,4,23,3,2010,0,5,1
1,10,22,3,2010,9,43,1
1,5,22,3,2010,0,1,1
1,5,22,3,2010,0,1,1
7,10,14,3,2010,9,5,1
7,7,14,3,2010,1,30,1
6,6,13,3,2010,22,13,1
6,2,13,3,2010,12,40,1
6,10,13,3,2010,9,45,1
6,1,13,3,2010,0,37,1
4,4,11,3,2010,7,20,1
3,4,10,3,2010,23,40,1
3,10,10,3,2010,6,59,1
3,10,10,3,2010,6,45,1
2,4,9,3,2010,16,52,1
2,10,9,3,2010,7,0,1
1,10,8,3,2010,9,57,1
1,10,8,3,2010,7,3,1
1,5,8,3,2010,1,30,1
7,10,28,2,2010,15,5,1
7,10,28,2,2010,13,19,1
7,10,28,2,2010,7,10,1
7,10,28,2,2010,6,45,1
7,1,28,2,2010,0,2,1
6,6,27,2,2010,22,47,1
6,2,27,2,2010,18,38,1
6,7,27,2,2010,12,0,1
6,10,27,2,2010,8,10,1
6,7,27,2,2010,7,9,1
5,4,26,2,2010,0,30,1
4,6,25,2,2010,15,0,1
3,2,24,2,2010,23,35,1
3,4,24,2,2010,22,0,1
3,6,24,2,2010,11,55,1
2,4,23,2,2010,13,10,1
2,10,23,2,2010,6,57,1
1,2,22,2,2010,16,35,1
1,10,22,2,2010,7,5,1
1,10,22,2,2010,6,51,1
7,7,14,2,2010,8,54,1
7,2,14,2,2010,1,45,1
6,4,13,2,2010,18,30,1
6,6,13,2,2010,11,40,1
6,10,13,2,2010,8,37,1
6,10,13,2,2010,7,37,1
6,10,13,2,2010,7,10,1
6,4,13,2,2010,7,5,1
6,9,13,2,2010,3,52,1
5,8,12,2,2010,22,20,1
5,10,12,2,2010,7,46,1
5,10,12,2,2010,7,12,1
5,4,12,2,2010,6,34,1
4,4,11,2,2010,8,40,1
4,2,11,2,2010,8,29,1
4,10,11,2,2010,6,40,1
4,6,11,2,2010,4,0,1
3,4,10,2,2010,23,20,1
3,10,10,2,2010,9,40,1
3,10,10,2,2010,8,7,1
2,10,9,2,2010,7,41,1
2,10,9,2,2010,6,41,1
1,10,8,2,2010,8,40,1
7,2,31,1,2010,13,30,1
7,2,31,1,2010,13,0,1
7,10,31,1,2010,7,19,1
7,2,31,1,2010,0,35,1
6,6,30,1,2010,18,47,1
6,10,30,1,2010,9,24,1
6,10,30,1,2010,8,48,1
6,4,30,1,2010,7,10,1
6,10,30,1,2010,7,6,1
5,3,29,1,2010,22,0,1
5,3,29,1,2010,11,27,1
5,4,29,1,2010,6,45,1
4,10,28,1,2010,0,30,1
4,4,28,1,2010,0,25,1
3,7,27,1,2010,11,17,1
3,4,27,1,2010,7,0,1
3,5,27,1,2010,1,30,1
1,4,25,1,2010,19,36,1
1,2,25,1,2010,19,30,1
1,6,25,1,2010,16,5,1
1,8,25,1,2010,13,30,1
7,2,17,1,2010,7,45,1
6,10,16,1,2010,9,26,1
6,10,16,1,2010,7,10,1
6,4,16,1,2010,0,30,1
5,4,15,1,2010,22,24,1
5,4,15,1,2010,17,38,1
5,4,15,1,2010,14,0,1
5,1,15,1,2010,11,50,1
4,2,14,1,2010,23,1,1
4,4,14,1,2010,12,55,1
4,5,14,1,2010,8,19,1
4,4,14,1,2010,0,50,1
3,4,13,1,2010,12,0,1
3,10,13,1,2010,10,29,1
2,1,12,1,2010,21,30,1
2,6,12,1,2010,10,39,1
1,4,11,1,2010,16,15,1
1,6,11,1,2010,14,24,1
1,6,11,1,2010,12,16,1
1,2,11,1,2010,10,10,1
1,9,11,1,2010,0,20,1
7,4,27,12,2009,22,20,1
